STATION,NAME,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
SYNTH0001,SYNTHETIC STATION,2023-10-16,,,,,0.0,,0.0,,0.0,,632.0,,512.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-17,,,,,0.0,,0.0,,0.0,,664.0,,449.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-18,,,,,0.0,,0.0,,0.0,,652.0,,529.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-19,,,,,0.0,,0.0,,0.0,,582.0,,462.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-20,,,,,0.0,,0.0,,0.0,,607.0,,470.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-21,,,,,2.1,,0.0,,0.0,,585.0,,455.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-22,,,,,0.0,,0.0,,0.0,,582.0,,422.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-23,,,,,2.1,,0.0,,0.0,,622.0,,431.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-24,,,,,0.0,,0.0,,0.0,,532.0,,506.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-25,,,,,0.0,,0.0,,0.0,,601.0,,520.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-26,,,,,0.0,,0.0,,0.0,,564.0,,441.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-27,,,,,0.0,,0.0,,0.0,,605.0,,493.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-28,,,,,0.0,,0.0,,0.0,,565.0,,460.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-29,,,,,0.0,,0.0,,0.0,,536.0,,431.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-30,,,,,0.0,,0.0,,0.0,,562.0,,503.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-31,,,,,0.0,,0.0,,0.0,,573.0,,514.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-01,,,,,0.0,,0.0,,0.0,,549.0,,440.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-02,,,,,0.0,,0.0,,0.0,,559.0,,443.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-03,,,,,1.0,,0.0,,0.0,,526.0,,449.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-04,,,,,0.0,,0.0,,0.0,,475.0,,438.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-05,,,,,0.2,,0.0,,0.0,,563.0,,462.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-06,,,,,1.5,,0.0,,0.0,,554.0,,479.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-07,,,,,0.0,,0.0,,0.0,,535.0,,435.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-08,,,,,0.0,,0.0,,0.0,,530.0,,457.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-09,,,,,0.0,,0.0,,0.0,,556.0,,474.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-10,,,,,0.0,,0.0,,0.0,,509.0,,407.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-11,,,,,0.0,,0.0,,0.0,,498.0,,421.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-12,,,,,0.6,,0.0,,0.0,,511.0,,405.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-13,,,,,0.0,,0.0,,0.0,,550.0,,444.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-14,,,,,0.8,,0.0,,0.0,,470.0,,432.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-15,,,,,0.0,,0.0,,0.0,,545.0,,439.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-16,,,,,0.0,,0.0,,0.0,,488.0,,434.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-17,,,,,0.0,,0.0,,0.0,,472.0,,399.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-18,,,,,0.0,,0.0,,0.0,,540.0,,426.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-19,,,,,0.0,,0.0,,0.0,,497.0,,389.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-20,,,,,0.0,,0.0,,0.0,,459.0,,388.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-21,,,,,0.0,,0.0,,0.0,,485.0,,335.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-22,,,,,1.8,,0.0,,0.0,,521.0,,435.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-23,,,,,0.8,,0.0,,0.0,,527.0,,365.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-24,,,,,0.0,,0.0,,0.0,,476.0,,392.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-25,,,,,0.0,,0.0,,0.0,,499.0,,388.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-26,,,,,0.7,,0.0,,0.0,,507.0,,429.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-27,,,,,0.0,,0.0,,0.0,,464.0,,397.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-28,,,,,0.0,,0.0,,0.0,,492.0,,359.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-29,,,,,0.0,,0.0,,0.0,,479.0,,382.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-11-30,,,,,0.0,,0.0,,0.0,,462.0,,375.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-01,,,,,0.7,,0.0,,0.0,,461.0,,385.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-02,,,,,0.0,,0.0,,0.0,,476.0,,340.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-03,,,,,0.0,,0.0,,0.0,,474.0,,373.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-04,,,,,0.0,,0.0,,0.0,,454.0,,437.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-05,,,,,0.0,,0.0,,0.0,,457.0,,390.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-06,,,,,0.0,,0.0,,0.0,,502.0,,427.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-07,,,,,0.3,,0.0,,0.0,,473.0,,464.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-08,,,,,0.0,,0.0,,0.0,,492.0,,381.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-09,,,,,0.0,,0.0,,0.0,,500.0,,324.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-10,,,,,0.0,,0.0,,0.0,,481.0,,362.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-11,,,,,0.0,,0.0,,0.0,,530.0,,397.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-12,,,,,0.0,,0.0,,0.0,,436.0,,389.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-13,,,,,0.0,,0.0,,0.0,,484.0,,326.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-14,,,,,0.0,,0.0,,0.0,,449.0,,354.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-15,,,,,0.1,,0.0,,0.0,,513.0,,356.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-16,,,,,0.0,,0.0,,0.0,,508.0,,358.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-17,,,,,0.0,,0.0,,0.0,,397.0,,355.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-18,,,,,0.6,,0.0,,0.0,,426.0,,331.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-19,,,,,0.0,,0.0,,0.0,,474.0,,338.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-20,,,,,0.0,,0.0,,0.0,,477.0,,347.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-21,,,,,0.0,,0.0,,0.0,,475.0,,384.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-22,,,,,0.0,,0.0,,0.0,,450.0,,337.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-23,,,,,0.0,,0.0,,0.0,,466.0,,372.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-24,,,,,0.0,,0.0,,0.0,,471.0,,319.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-25,,,,,0.0,,0.0,,0.0,,449.0,,389.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-26,,,,,0.0,,0.0,,0.0,,482.0,,355.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-27,,,,,0.0,,0.0,,0.0,,383.0,,351.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-28,,,,,0.0,,0.0,,0.0,,469.0,,390.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-29,,,,,0.0,,0.0,,0.0,,419.0,,298.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-30,,,,,0.0,,0.0,,0.0,,479.0,,306.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-12-31,,,,,0.0,,0.0,,0.0,,443.0,,364.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-01,,,,,0.0,,0.0,,0.0,,423.0,,327.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-02,,,,,0.0,,0.0,,0.0,,461.0,,339.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-03,,,,,0.0,,0.0,,0.0,,423.0,,429.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-04,,,,,0.0,,0.0,,0.0,,423.0,,343.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-05,,,,,0.3,,0.0,,0.0,,404.0,,353.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-06,,,,,0.0,,0.0,,0.0,,450.0,,349.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-07,,,,,0.0,,0.0,,0.0,,466.0,,384.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-08,,,,,0.0,,0.0,,0.0,,483.0,,360.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-09,,,,,0.0,,0.0,,0.0,,448.0,,358.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-10,,,,,0.0,,0.0,,0.0,,484.0,,317.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-11,,,,,0.0,,0.0,,0.0,,454.0,,344.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-12,,,,,0.0,,0.0,,0.0,,451.0,,354.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-13,,,,,0.5,,0.0,,0.0,,472.0,,309.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-14,,,,,0.0,,0.0,,0.0,,488.0,,372.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-15,,,,,0.0,,0.0,,0.0,,446.0,,368.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-16,,,,,0.0,,0.0,,0.0,,450.0,,412.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-17,,,,,0.0,,0.0,,0.0,,454.0,,311.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-18,,,,,0.7,,0.0,,0.0,,462.0,,331.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-19,,,,,0.5,,0.0,,0.0,,434.0,,333.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-20,,,,,0.0,,0.0,,0.0,,493.0,,342.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-21,,,,,0.0,,0.0,,0.0,,451.0,,360.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-22,,,,,0.0,,0.0,,0.0,,478.0,,358.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-23,,,,,0.0,,0.0,,0.0,,441.0,,373.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-24,,,,,0.0,,0.0,,0.0,,478.0,,373.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-25,,,,,1.2,,0.0,,0.0,,480.0,,367.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-26,,,,,1.1,,0.0,,0.0,,457.0,,324.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-27,,,,,0.0,,0.0,,0.0,,532.0,,355.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-28,,,,,0.0,,0.0,,0.0,,484.0,,375.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-29,,,,,0.0,,0.0,,0.0,,528.0,,392.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-30,,,,,0.2,,0.0,,0.0,,505.0,,395.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-01-31,,,,,0.0,,0.0,,0.0,,458.0,,330.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-01,,,,,0.0,,0.0,,0.0,,468.0,,364.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-02,,,,,0.0,,0.0,,0.0,,494.0,,379.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-03,,,,,0.0,,0.0,,0.0,,485.0,,394.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-04,,,,,0.0,,0.0,,0.0,,487.0,,418.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-05,,,,,0.1,,0.0,,0.0,,479.0,,389.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-06,,,,,0.0,,0.0,,0.0,,435.0,,363.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-07,,,,,0.3,,0.0,,0.0,,485.0,,403.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-08,,,,,0.0,,0.0,,0.0,,427.0,,400.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-09,,,,,0.6,,0.0,,0.0,,507.0,,402.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-10,,,,,0.0,,0.0,,0.0,,476.0,,394.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-11,,,,,0.0,,0.0,,0.0,,479.0,,448.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-12,,,,,0.0,,0.0,,0.0,,496.0,,409.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-13,,,,,0.0,,0.0,,0.0,,513.0,,430.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-14,,,,,0.0,,0.0,,0.0,,464.0,,381.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-15,,,,,1.0,,0.0,,0.0,,457.0,,433.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-16,,,,,0.5,,0.0,,0.0,,480.0,,395.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-17,,,,,6.1,,0.0,,0.0,,453.0,,369.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-18,,,,,0.0,,0.0,,0.0,,488.0,,426.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-19,,,,,0.0,,0.0,,0.0,,567.0,,438.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-20,,,,,0.0,,0.0,,0.0,,491.0,,417.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-21,,,,,0.0,,0.0,,0.0,,544.0,,425.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-22,,,,,0.0,,0.0,,0.0,,486.0,,457.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-23,,,,,0.0,,0.0,,0.0,,539.0,,417.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-24,,,,,0.0,,0.0,,0.0,,524.0,,373.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-25,,,,,0.0,,0.0,,0.0,,534.0,,444.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-26,,,,,0.0,,0.0,,0.0,,556.0,,445.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-27,,,,,1.3,,0.0,,0.0,,594.0,,473.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-28,,,,,0.4,,0.0,,0.0,,550.0,,435.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-02-29,,,,,0.0,,0.0,,0.0,,551.0,,485.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-01,,,,,0.0,,0.0,,0.0,,521.0,,484.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-02,,,,,0.0,,0.0,,0.0,,571.0,,415.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-03,,,,,0.0,,0.0,,0.0,,549.0,,484.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-04,,,,,0.0,,0.0,,0.0,,585.0,,427.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-05,,,,,0.0,,0.0,,0.0,,561.0,,417.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-06,,,,,0.0,,0.0,,0.0,,618.0,,458.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-07,,,,,0.0,,0.0,,0.0,,509.0,,452.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-08,,,,,0.0,,0.0,,0.0,,563.0,,414.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-09,,,,,0.0,,0.0,,0.0,,602.0,,481.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-10,,,,,0.0,,0.0,,0.0,,568.0,,496.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-11,,,,,0.0,,0.0,,0.0,,558.0,,522.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-12,,,,,0.0,,0.0,,0.0,,577.0,,484.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-13,,,,,0.0,,0.0,,0.0,,547.0,,444.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-14,,,,,0.0,,0.0,,0.0,,595.0,,463.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-15,,,,,0.0,,0.0,,0.0,,668.0,,523.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-16,,,,,0.0,,0.0,,0.0,,632.0,,524.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-17,,,,,0.0,,0.0,,0.0,,568.0,,517.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-18,,,,,0.0,,0.0,,0.0,,579.0,,496.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-19,,,,,0.0,,0.0,,0.0,,596.0,,514.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-20,,,,,0.0,,0.0,,0.0,,642.0,,505.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-21,,,,,0.8,,0.0,,0.0,,590.0,,506.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-22,,,,,0.0,,0.0,,0.0,,598.0,,527.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-23,,,,,0.0,,0.0,,0.0,,648.0,,523.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-24,,,,,0.5,,0.0,,0.0,,651.0,,519.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-25,,,,,0.0,,0.0,,0.0,,617.0,,531.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-26,,,,,0.0,,0.0,,0.0,,598.0,,517.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-27,,,,,0.0,,0.0,,0.0,,589.0,,479.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-28,,,,,0.2,,0.0,,0.0,,618.0,,521.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-29,,,,,0.0,,0.0,,0.0,,575.0,,541.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-30,,,,,0.0,,0.0,,0.0,,668.0,,596.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-03-31,,,,,0.0,,0.0,,0.0,,630.0,,538.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-01,,,,,0.6,,0.0,,0.0,,667.0,,611.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-02,,,,,0.0,,0.0,,0.0,,712.0,,598.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-03,,,,,0.0,,0.0,,0.0,,695.0,,534.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-04,,,,,0.0,,0.0,,0.0,,628.0,,542.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-05,,,,,0.0,,0.0,,0.0,,692.0,,571.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-06,,,,,0.0,,0.0,,0.0,,704.0,,621.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-07,,,,,0.0,,0.0,,0.0,,651.0,,584.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-08,,,,,0.0,,0.0,,0.0,,648.0,,597.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-09,,,,,0.0,,0.0,,0.0,,677.0,,561.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-10,,,,,0.0,,0.0,,0.0,,635.0,,516.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-11,,,,,0.5,,0.0,,0.0,,731.0,,580.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-12,,,,,0.0,,0.0,,0.0,,618.0,,614.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-13,,,,,0.7,,0.0,,0.0,,660.0,,629.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-14,,,,,0.0,,0.0,,0.0,,689.0,,599.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-15,,,,,0.3,,0.0,,0.0,,693.0,,606.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-16,,,,,1.2,,0.0,,0.0,,709.0,,638.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-17,,,,,0.0,,0.0,,0.0,,715.0,,603.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-18,,,,,0.0,,0.0,,0.0,,704.0,,645.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-19,,,,,0.0,,0.0,,0.0,,748.0,,580.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-20,,,,,0.0,,0.0,,0.0,,653.0,,585.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-21,,,,,0.0,,0.0,,0.0,,720.0,,587.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-22,,,,,0.0,,0.0,,0.0,,702.0,,637.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-23,,,,,2.5,,0.0,,0.0,,730.0,,611.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-24,,,,,0.2,,0.0,,0.0,,736.0,,633.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-25,,,,,0.0,,0.0,,0.0,,705.0,,644.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-26,,,,,0.0,,0.0,,0.0,,717.0,,646.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-27,,,,,2.1,,0.0,,0.0,,763.0,,678.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-28,,,,,0.0,,0.0,,0.0,,752.0,,685.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-29,,,,,0.0,,0.0,,0.0,,725.0,,621.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-04-30,,,,,0.0,,0.0,,0.0,,809.0,,654.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-05-01,,,,,3.0,,0.0,,0.0,,820.0,,644.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-05-02,,,,,1.0,,0.0,,0.0,,710.0,,624.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-05-03,,,,,0.0,,0.0,,0.0,,766.0,,709.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2024-05-04,,,,,0.0,,0.0,,0.0,,835.0,,683.0,,,,,,,,,,,,,
